Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
303,41183,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,30,60,30,90,51,503,71,46,-5,122,76
970,41183,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,30,60,50,90,52,405,71,17,26,123,45
303,41183,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,30,50,30,80,54,404,66,20,13,120,53
303,41183,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,30,50,40,80,54,1037,64,16,27,118,37
303,41183,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,100,160,130,260,72,650,110,23,56,182,54
303,41183,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,100,180,170,280,76,580,111,21,79,187,32
719,41183,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,100,160,150,260,108,971,157,30,116,265,41
970,41183,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,120,180,160,300,123,915,179,34,133,302,46
719,41183,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,30,50,50,80,39,541,51,12,27,90,24
708,41183,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,90,150,140,240,123,915,179,34,133,302,46
630,41183,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,20,40,40,60,39,541,51,12,27,90,24
815,41183,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,130,120,210,108,971,157,30,116,265,41
217,41183,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,50,80,80,130,76,580,111,21,78,187,33
847,41183,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,80,50,130,72,650,110,23,55,182,55
312,41183,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,340,370,300,710,239,1755,239,66,149,478,90
815,41183,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,370,520,420,890,257,1662,341,84,224,598,117
815,41183,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,110,190,160,300,122,789,176,39,115,298,61
815,41183,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,150,220,160,370,154,1132,213,50,120,367,93
712,41183,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,200,280,210,480,257,1662,341,84,224,598,117
641,41183,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,90,150,130,240,122,789,176,39,114,298,62
563,41183,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,170,170,110,340,239,1755,239,66,149,478,90
563,41183,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,170,230,130,400,255,1756,312,96,183,567,129
319,41183,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,50,50,70,23,800,35,6,18,58,17
712,41183,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,60,60,60,0,430,43,0,31,43,12
641,41183,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,0,10,10,10,10,598,13,3,-2,23,15
563,41183,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,10,30,30,40,21,846,31,5,15,52,16
515,41183,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,20,40,30,60,31,1000,37,9,7,68,30
314,41183,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,10,30,10,40,34,240,43,12,-3,77,46
573,41183,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,20,60,30,80,45,320,64,41,-6,109,70
573,41183,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,60,20,10,80,86,1698,23,26,-26,109,49
636,41183,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,20,40,30,60,39,244,53,12,13,92,40
417,41183,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,10,20,0,30,25,209,31,9,-11,56,42
314,41183,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,90,90,140,40,881,59,11,36,99,23
660,41183,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,30,80,80,110,32,833,47,8,28,79,19
660,41183,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,50,80,70,130,65,1053,77,20,35,142,42
816,41183,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,70,100,70,170,79,593,98,30,35,177,63
234,41183,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,50,90,60,140,82,788,123,27,65,205,58
614,41183,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,50,100,80,150,91,656,127,28,76,218,51
937,41183,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,0,30,30,30,21,480,32,5,16,53,16
513,41183,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,27,859,39,7,20,66,19
567,41183,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,230,240,190,470,161,1267,161,45,92,322,69
614,41183,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,70,100,70,170,54,404,66,20,12,120,54
440,41183,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,40,70,60,110,52,405,71,17,26,123,45
937,41183,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,30,70,60,100,43,419,64,13,28,107,36
216,41183,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,40,70,30,110,51,503,71,46,-5,122,76
262,41183,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,20,50,40,70,46,449,67,14,30,113,37
715,41183,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,40,50,0,90,60,606,84,54,0,144,84
414,41183,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,80,80,120,60,329,99,18,57,159,42
262,41183,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,30,60,60,90,48,851,70,13,45,118,25
608,41183,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,110,140,120,250,80,1055,94,24,48,174,46
715,41183,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,20,50,50,70,22,573,29,7,10,51,19
715,41183,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,40,80,50,120,56,385,70,21,15,126,55
715,41183,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,90,140,60,230,96,683,134,87,18,230,116
715,41183,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,120,100,200,86,547,116,28,61,202,55
719,41214,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,70,90,60,160,88,561,112,29,70,200,42
970,41214,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,170,160,100,330,181,1283,182,50,107,363,75
303,41214,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,10,110,52,509,73,47,-4,125,77
720,41214,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,50,70,40,120,59,411,79,19,32,138,47
719,41214,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,60,20,100,55,410,69,20,15,124,54
719,41214,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,60,30,100,57,1042,68,17,29,125,39
303,41214,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,90,150,100,240,75,659,114,24,58,189,56
303,41214,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,60,90,70,150,50,589,73,14,48,123,25
970,41214,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,80,110,80,190,81,984,117,22,84,198,33
970,41214,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,110,170,130,280,118,930,172,33,128,290,44
970,41214,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,30,60,40,90,40,536,52,13,27,92,25
312,41214,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,110,150,110,260,118,930,172,33,127,290,45
773,41214,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,30,50,30,80,40,536,52,13,27,92,25
630,41214,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,70,110,80,180,81,984,117,22,84,198,33
847,41214,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,40,60,40,100,50,589,73,14,48,123,25
630,41214,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,60,90,50,150,75,659,114,24,59,189,55
847,41214,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,270,270,200,540,211,1778,212,59,129,423,83
224,41214,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,290,390,290,680,228,1691,304,75,196,532,108
815,41214,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,110,160,110,270,113,803,165,36,106,278,59
815,41214,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,170,230,140,400,173,1150,239,57,139,412,100
712,41214,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,210,280,180,490,228,1691,304,75,196,532,108
712,41214,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,100,150,100,250,113,803,165,36,107,278,58
712,41214,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,170,180,110,350,211,1778,212,59,129,423,83
319,41214,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,200,250,130,450,245,1784,300,93,173,545,127
515,41214,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,50,40,70,22,802,34,6,16,56,18
712,41214,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,387,43,0,31,43,12
641,41214,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,0,20,10,20,10,596,13,3,-3,23,16
563,41214,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,10,20,10,30,15,848,24,4,8,39,16
563,41214,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,20,40,20,60,29,1003,35,8,5,64,30
314,41214,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,20,40,0,60,33,243,41,12,-4,74,45
573,41214,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,40,50,0,90,44,325,62,40,-8,106,70
573,41214,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,70,40,0,110,82,1804,40,25,-9,122,49
417,41214,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,20,40,10,60,35,248,47,11,9,82,38
636,41214,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,40,0,60,34,211,42,12,-3,76,45
314,41214,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,60,100,80,160,54,885,78,15,51,132,27
314,41214,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,60,50,100,33,836,48,9,27,81,21
314,41214,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,80,40,140,69,1060,81,21,38,150,43
573,41214,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,100,40,180,82,601,102,31,38,184,64
330,41214,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,60,100,60,160,78,798,119,25,62,197,57
419,41214,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,80,120,70,200,102,666,143,31,89,245,54
937,41214,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,30,40,30,70,32,482,48,8,29,80,19
614,41214,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,30,50,40,80,36,862,52,10,30,88,22
440,41214,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,230,230,170,460,181,1283,182,50,107,363,75
419,41214,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,70,80,40,150,55,410,69,20,16,124,53
330,41214,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,50,80,50,130,59,411,79,19,33,138,46
614,41214,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,40,70,40,110,46,424,68,14,32,114,36
567,41214,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,50,70,10,120,52,509,73,47,-3,125,76
262,41214,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,40,50,20,90,49,454,71,15,33,120,38
715,41214,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,70,0,120,61,613,86,55,2,147,84
920,41214,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,50,80,50,130,53,321,88,16,48,141,40
262,41214,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,20,50,40,70,31,856,47,8,27,78,20
920,41214,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,90,110,70,200,75,1063,89,23,45,164,44
715,41214,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,20,40,30,60,22,570,30,7,11,52,19
262,41214,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,50,60,20,110,54,391,67,20,14,121,53
262,41214,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,90,130,30,220,94,694,130,85,16,224,114
262,41214,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,70,100,60,170,77,557,103,25,51,180,52
303,41244,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,30,50,10,80,46,422,57,17,6,103,51
303,41244,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,50,20,90,53,1054,63,16,26,116,37
719,41244,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,60,90,60,150,81,551,104,26,66,185,38
303,41244,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,140,140,80,280,153,1319,153,42,87,306,66
970,41244,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,60,0,100,47,521,65,42,-6,112,71
303,41244,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,50,60,30,110,54,424,73,17,29,127,44
970,41244,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,60,110,90,170,54,601,79,15,53,133,26
970,41244,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,80,130,80,210,67,677,101,22,47,168,54
720,41244,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,80,120,90,200,86,1003,124,24,88,210,36
719,41244,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,120,170,130,290,123,959,179,34,134,302,45
970,41244,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,40,50,30,90,43,531,56,14,29,99,27
309,41244,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,40,70,50,110,54,601,79,15,53,133,26
630,41244,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,80,40,130,67,677,101,22,47,168,54
309,41244,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,110,170,130,280,123,959,179,34,133,302,46
773,41244,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,40,50,30,90,43,531,56,14,29,99,27
630,41244,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,110,80,190,86,1003,124,24,88,210,36
815,41244,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,310,420,320,730,247,1744,329,81,216,576,113
630,41244,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,320,320,240,640,250,1820,251,70,157,501,94
630,41244,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,120,180,130,300,127,830,185,40,122,312,63
847,41244,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,220,300,190,520,224,1191,310,73,194,534,116
641,41244,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,210,200,120,410,250,1820,251,70,156,501,95
641,41244,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,240,300,170,540,294,1838,360,111,216,654,144
641,41244,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,230,300,200,530,247,1744,329,81,216,576,113
319,41244,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,120,170,120,290,127,830,185,40,123,312,62
515,41244,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,50,40,70,23,807,35,6,17,58,18
641,41244,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,344,43,0,32,43,11
319,41244,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,0,20,10,20,10,594,14,3,-1,24,15
641,41244,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,10,30,20,40,16,851,25,4,10,41,15
563,41244,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,30,30,10,60,31,1009,38,9,8,69,30
573,41244,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,40,10,70,38,256,51,12,11,89,40
573,41244,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,10,20,-10,30,20,218,25,7,-16,45,41
636,41244,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,40,0,70,39,250,49,14,2,88,47
417,41244,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,40,60,0,100,49,335,69,44,-5,118,74
573,41244,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,80,60,20,140,92,1898,68,28,16,160,52
314,41244,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,60,90,70,150,50,898,73,14,48,123,25
314,41244,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,30,60,50,90,31,844,46,8,27,77,19
816,41244,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,70,40,130,63,1075,76,19,36,139,40
573,41244,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,60,90,40,150,68,619,85,25,26,153,59
513,41244,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,70,110,70,180,88,817,133,29,72,221,61
740,41244,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,110,150,90,260,134,690,186,41,121,320,65
937,41244,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,20,40,30,60,29,490,44,8,25,73,19
330,41244,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,30,40,30,70,33,870,49,9,29,82,20
740,41244,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,190,200,140,390,153,1319,153,42,87,306,66
740,41244,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,80,40,130,46,422,57,17,6,103,51
513,41244,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,50,70,40,120,54,424,73,17,29,127,44
614,41244,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,40,50,20,90,41,435,60,13,24,101,36
419,41244,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,40,70,10,110,47,521,65,42,-6,112,71
262,41244,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,50,20,80,43,466,63,13,28,106,35
920,41244,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,40,60,0,100,55,627,76,49,-3,131,79
920,41244,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,30,60,30,90,41,320,66,12,30,107,36
715,41244,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,30,40,30,70,34,863,51,9,30,85,21
715,41244,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,100,120,80,220,80,1079,96,24,50,176,46
262,41244,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,30,40,30,70,24,567,32,7,13,56,19
715,41244,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,80,30,140,65,403,80,24,22,145,58
715,41244,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,100,140,30,240,105,716,145,95,20,250,125
715,41244,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,110,70,190,83,575,112,27,57,195,55
720,41275,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,140,160,110,300,170,1091,171,47,154,382,76
720,41275,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,50,80,20,130,63,435,87,57,0,168,91
970,41275,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,50,70,40,120,60,336,80,19,51,157,49
719,41275,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,70,20,110,58,338,72,22,26,145,58
719,41275,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,50,70,40,120,64,965,76,19,56,157,42
303,41275,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,50,30,80,44,623,56,14,47,112,27
720,41275,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,60,90,70,150,54,456,80,15,84,150,27
719,41275,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,80,130,80,210,72,558,108,23,83,201,58
719,41275,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,90,130,100,220,89,777,130,24,146,245,38
720,41275,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,80,110,80,190,83,623,107,27,106,213,41
719,41275,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,100,140,110,240,95,821,139,26,157,262,40
773,41275,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,70,120,100,190,89,777,130,24,148,245,37
773,41275,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,90,60,160,83,623,107,27,106,213,41
224,41275,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,120,100,200,95,821,139,26,157,262,40
217,41275,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,40,70,50,110,54,456,80,15,83,150,28
815,41275,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,60,90,40,150,72,558,108,23,84,201,57
312,41275,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,270,370,260,640,234,1310,312,77,316,611,114
773,41275,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,260,270,180,530,228,1459,228,63,218,510,92
815,41275,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,150,210,130,360,144,862,201,47,173,386,94
217,41275,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,100,140,100,240,95,608,139,30,136,262,55
641,41275,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,200,280,200,480,234,1310,312,77,315,611,116
641,41275,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,80,120,90,200,95,608,139,30,134,262,56
319,41275,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,190,210,140,400,228,1459,228,63,220,510,91
641,41275,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,210,270,160,480,245,1419,301,93,273,611,132
563,41275,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,10,40,30,50,17,777,26,4,17,48,16
515,41275,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,10,40,30,50,17,777,26,4,16,48,17
563,41275,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,10,30,20,40,18,821,27,5,17,50,17
641,41275,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,20,40,20,60,28,965,34,8,8,69,30
515,41275,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,23,623,31,7,19,60,20
573,41275,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,30,40,0,70,37,261,53,34,-17,101,67
314,41275,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,70,10,-20,80,88,525,11,27,-61,111,52
573,41275,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,40,10,70,35,196,47,11,14,92,40
660,41275,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,30,-10,50,29,169,36,11,-14,73,47
816,41275,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,20,40,0,60,34,197,42,12,-6,85,48
573,41275,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,90,70,140,50,821,73,14,75,138,26
573,41275,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,50,80,60,130,46,777,68,12,70,128,24
314,41275,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,90,100,40,190,85,494,105,32,61,213,69
314,41275,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,80,90,50,170,78,965,92,24,73,190,47
567,41275,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,20,50,50,70,32,456,48,8,45,90,20
614,41275,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,50,50,70,32,821,48,8,45,90,20
513,41275,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,70,110,60,180,84,651,126,27,106,235,61
567,41275,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,70,100,60,170,84,500,116,26,104,224,51
234,41275,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,190,210,140,400,170,1091,171,47,154,382,76
937,41275,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,60,90,40,150,58,338,72,22,25,145,59
330,41275,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,60,80,50,140,60,336,80,19,53,157,48
614,41275,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,60,80,50,140,57,364,83,18,65,157,43
513,41275,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,60,90,20,150,63,435,87,57,0,168,91
715,41275,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,50,100,80,150,67,400,113,20,109,201,45
608,41275,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,20,50,50,70,33,777,48,9,44,91,21
608,41275,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,50,80,50,130,61,390,89,19,73,168,44
262,41275,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,60,90,10,150,75,522,105,68,11,201,103
262,41275,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,80,90,50,170,69,965,81,21,59,168,45
715,41275,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,70,50,120,48,623,62,15,53,123,29
608,41275,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,50,70,30,120,54,312,66,20,20,134,56
715,41275,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,80,110,20,190,79,551,111,72,14,213,107
414,41275,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,100,60,180,77,432,103,25,79,201,55
970,41306,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,140,150,100,290,170,1073,170,47,147,362,71
